(89.25713109970093, 33, 'out', 'decode', 844, 1)
(89.2737307548523, 34, 'in', 'decode', 674, 1)
(89.2737307548523, 34, 'out', 'decode', 675, 1)
(89.27381873130798, 35, 'in', 'decode', 551, 1)
(89.27381873130798, 35, 'out', 'decode', 552, 1)
(89.2907452583313, 23, 'in', 'decode', 1360, 1)
(89.2907452583313, 23, 'out', 'decode', 1361, 1)
(89.29081439971924, 26, 'in', 'decode', 928, 1)
(89.29081439971924, 26, 'out', 'decode', 929, 1)
(89.29081439971924, 36, 'in', 'decode', 1001, 1)
(89.29081439971924, 36, 'out', 'decode', 1002, 1)
(89.30744361877441, 30, 'in', 'decode', 1265, 1)
(89.30744361877441, 30, 'out', 'decode', 1266, 1)
(89.3075315952301, 31, 'in', 'decode', 836, 1)
(89.3075315952301, 31, 'out', 'decode', 837, 1)
(89.32312154769897, 32, 'in', 'decode', 1115, 1)
(89.32312154769897, 32, 'out', 'decode', 1116, 1)
(89.3387348651886, 33, 'in', 'decode', 844, 1)
(89.3387348651886, 33, 'out', 'decode', 845, 1)
(89.35518956184387, 34, 'in', 'decode', 675, 1)
(89.35518956184387, 34, 'out', 'decode', 676, 1)
(89.35527539253235, 35, 'in', 'decode', 552, 1)
(89.35527539253235, 35, 'out', 'decode', 553, 1)
(89.37089610099792, 23, 'in', 'decode', 1361, 1)
(89.37089610099792, 23, 'out', 'decode', 1362, 1)
(89.38741827011108, 26, 'in', 'decode', 929, 1)
(89.38741827011108, 26, 'out', 'decode', 930, 1)
(89.38741827011108, 36, 'in', 'decode', 1002, 1)
(89.38741827011108, 36, 'out', 'decode', 1003, 1)
(89.40401864051819, 30, 'in', 'decode', 1266, 1)
(89.40401864051819, 30, 'out', 'decode', 1267, 1)
(89.40411019325256, 31, 'in', 'decode', 837, 1)
(89.40411019325256, 31, 'out', 'decode', 838, 1)
(89.41969633102417, 32, 'in', 'decode', 1116, 1)
(89.41969633102417, 32, 'out', 'decode', 1117, 1)
(89.43529033660889, 33, 'in', 'decode', 845, 1)
(89.43529033660889, 33, 'out', 'decode', 846, 1)
(89.45169138908386, 34, 'in', 'decode', 676, 1)
(89.45169138908386, 34, 'out', 'decode', 677, 1)
(89.45182609558105, 35, 'in', 'decode', 553, 1)
(89.45182609558105, 35, 'out', 'decode', 554, 1)
(89.46740698814392, 23, 'in', 'decode', 1362, 1)
(89.46740698814392, 23, 'out', 'decode', 1363, 1)
(89.48388290405273, 26, 'in', 'decode', 930, 1)
(89.48388290405273, 26, 'out', 'decode', 931, 1)
(89.48396682739258, 36, 'in', 'decode', 1003, 1)
(89.48396682739258, 36, 'out', 'decode', 1004, 1)
(89.50042700767517, 30, 'in', 'decode', 1267, 1)
(89.50042700767517, 30, 'out', 'decode', 1268, 1)
(89.50050592422485, 31, 'in', 'decode', 838, 1)
(89.50050592422485, 31, 'out', 'decode', 839, 1)
(89.51604413986206, 32, 'in', 'decode', 1117, 1)
(89.51604413986206, 32, 'out', 'decode', 1118, 1)
(89.53167295455933, 33, 'in', 'decode', 846, 1)
(89.53167295455933, 33, 'out', 'decode', 847, 1)
(89.54733467102051, 23, 'in', 'decode', 1363, 1)
(89.54733467102051, 23, 'out', 'decode', 1364, 1)
(89.5636875629425, 34, 'in', 'decode', 677, 1)
(89.5636875629425, 34, 'out', 'decode', 678, 1)
(89.5637731552124, 35, 'in', 'decode', 554, 1)
(89.5637731552124, 35, 'out', 'decode', 555, 1)
(89.58013439178467, 26, 'in', 'decode', 931, 1)
(89.58013439178467, 26, 'out', 'decode', 932, 1)
(89.58020758628845, 36, 'in', 'decode', 1004, 1)
(89.58020758628845, 36, 'out', 'decode', 1005, 1)
(89.59659147262573, 30, 'in', 'decode', 1268, 1)
(89.59659147262573, 30, 'out', 'decode', 1269, 1)
(89.59669494628906, 31, 'in', 'decode', 839, 1)
(89.59669494628906, 31, 'out', 'decode', 840, 1)
(89.61328148841858, 32, 'in', 'decode', 1118, 1)
(89.61328148841858, 32, 'out', 'decode', 1119, 1)
(89.61328148841858, 33, 'in', 'decode', 847, 1)
(89.61328148841858, 33, 'out', 'decode', 848, 1)
(89.62894296646118, 23, 'in', 'decode', 1364, 1)
(89.62894296646118, 23, 'out', 'decode', 1365, 1)
(89.64528846740723, 34, 'in', 'decode', 678, 1)
(89.64528846740723, 34, 'out', 'decode', 679, 1)
(89.64534282684326, 35, 'in', 'decode', 555, 1)
(89.64534282684326, 35, 'out', 'decode', 556, 1)
(89.6609423160553, 26, 'in', 'decode', 932, 1)
(89.6609423160553, 26, 'out', 'decode', 933, 1)
(89.67652487754822, 36, 'in', 'decode', 1005, 1)
(89.67652487754822, 36, 'out', 'decode', 1006, 1)
(89.69302415847778, 30, 'in', 'decode', 1269, 1)
(89.69302415847778, 30, 'out', 'decode', 1270, 1)
(89.69309902191162, 31, 'in', 'decode', 840, 1)
(89.69309902191162, 31, 'out', 'decode', 841, 1)
(89.7094795703888, 32, 'in', 'decode', 1119, 1)
(89.7094795703888, 32, 'out', 'decode', 1120, 1)
(89.7094795703888, 33, 'in', 'decode', 848, 1)
(89.7094795703888, 33, 'out', 'decode', 849, 1)
(89.72511887550354, 23, 'in', 'decode', 1365, 1)
(89.72511887550354, 23, 'out', 'decode', 1366, 1)
(89.74145126342773, 34, 'in', 'decode', 679, 1)
(89.74145126342773, 34, 'out', 'decode', 680, 1)
(89.74145126342773, 35, 'in', 'decode', 556, 1)
(89.74145126342773, 35, 'out', 'decode', 557, 1)
(89.7570812702179, 26, 'in', 'decode', 933, 1)
(89.7570812702179, 26, 'out', 'decode', 934, 1)
(89.77269291877747, 36, 'in', 'decode', 1006, 1)
(89.77269291877747, 36, 'out', 'decode', 1007, 1)
(89.78918862342834, 30, 'in', 'decode', 1270, 1)
(89.78918862342834, 30, 'out', 'decode', 1271, 1)
(89.78930330276489, 31, 'in', 'decode', 841, 1)
(89.78930330276489, 31, 'out', 'decode', 842, 1)
(89.80576801300049, 32, 'in', 'decode', 1120, 1)
(89.80576801300049, 32, 'out', 'decode', 1121, 1)
(89.80584049224854, 33, 'in', 'decode', 849, 1)
(89.80584049224854, 33, 'out', 'decode', 850, 1)
(89.82142663002014, 23, 'in', 'decode', 1366, 1)
(89.82142663002014, 23, 'out', 'decode', 1367, 1)
(89.8377993106842, 34, 'in', 'decode', 680, 1)
(89.8377993106842, 34, 'out', 'decode', 681, 1)
(89.83787536621094, 35, 'in', 'decode', 557, 1)
(89.83787536621094, 35, 'out', 'decode', 558, 1)
(89.85343980789185, 26, 'in', 'decode', 934, 1)
(89.85343980789185, 26, 'out', 'decode', 935, 1)
(89.86992764472961, 30, 'in', 'decode', 1271, 1)
(89.86992764472961, 30, 'out', 'decode', 1272, 1)
(89.87000274658203, 31, 'in', 'decode', 842, 1)
(89.87000274658203, 31, 'out', 'decode', 843, 1)
(89.88552641868591, 36, 'in', 'decode', 1007, 1)
(89.88552641868591, 36, 'out', 'decode', 1008, 1)
(89.9019672870636, 32, 'in', 'decode', 1121, 1)
(89.9019672870636, 32, 'out', 'decode', 1122, 1)
(89.90204858779907, 33, 'in', 'decode', 850, 1)
(89.90204858779907, 33, 'out', 'decode', 851, 1)
(89.91758227348328, 23, 'in', 'decode', 1367, 1)
(89.91758227348328, 23, 'out', 'decode', 1368, 1)
(89.93408560752869, 26, 'in', 'decode', 935, 1)
(89.93408560752869, 26, 'out', 'decode', 936, 1)
(89.9341561794281, 34, 'in', 'decode', 681, 1)
(89.9341561794281, 34, 'out', 'decode', 682, 1)
(89.9341561794281, 35, 'in', 'decode', 558, 1)
(89.9341561794281, 35, 'out', 'decode', 559, 1)
(89.95057344436646, 30, 'in', 'decode', 1272, 1)
(89.95057344436646, 30, 'out', 'decode', 1273, 1)
(89.95064783096313, 31, 'in', 'decode', 843, 1)
(89.95064783096313, 31, 'out', 'decode', 844, 1)
(89.96622490882874, 36, 'in', 'decode', 1008, 1)
(89.96622490882874, 36, 'out', 'decode', 1009, 1)
(89.98184895515442, 32, 'in', 'decode', 1122, 1)
(89.98184895515442, 32, 'out', 'decode', 1123, 1)
(89.99748921394348, 33, 'in', 'decode', 851, 1)
(89.99748921394348, 33, 'out', 'decode', 852, 1)
(90.01310610771179, 23, 'in', 'decode', 1368, 1)
(90.01310610771179, 23, 'out', 'decode', 1369, 1)
(90.02961444854736, 26, 'in', 'decode', 936, 1)
(90.02961444854736, 26, 'out', 'decode', 937, 1)
(90.02967381477356, 34, 'in', 'decode', 682, 1)
(90.02967381477356, 34, 'out', 'decode', 683, 1)
(90.02967381477356, 35, 'in', 'decode', 559, 1)
(90.02967381477356, 35, 'out', 'decode', 560, 1)
(90.04605484008789, 30, 'in', 'decode', 1273, 1)
(90.04605484008789, 30, 'out', 'decode', 1274, 1)
(90.04611206054688, 31, 'in', 'decode', 844, 1)
(90.04611206054688, 31, 'out', 'decode', 845, 1)
(90.06173968315125, 36, 'in', 'decode', 1009, 1)
(90.06173968315125, 36, 'out', 'decode', 1010, 1)
(90.0773651599884, 32, 'in', 'decode', 1123, 1)
(90.0773651599884, 32, 'out', 'decode', 1124, 1)
(90.09300112724304, 33, 'in', 'decode', 852, 1)
(90.09300112724304, 33, 'out', 'decode', 853, 1)
(90.10864424705505, 23, 'in', 'decode', 1369, 1)
(90.10864424705505, 23, 'out', 'decode', 1370, 1)
(90.12518215179443, 26, 'in', 'decode', 937, 1)
(90.12518215179443, 26, 'out', 'decode', 938, 1)
(90.12525820732117, 30, 'in', 'decode', 1274, 1)
(90.12525820732117, 30, 'out', 'decode', 1275, 1)
(90.14169645309448, 31, 'in', 'decode', 845, 1)
(90.14169645309448, 31, 'out', 'decode', 846, 1)
(90.14175796508789, 34, 'in', 'decode', 683, 1)
(90.14175796508789, 34, 'out', 'decode', 684, 1)
(90.14175796508789, 35, 'in', 'decode', 560, 1)
(90.14175796508789, 35, 'out', 'decode', 561, 1)
(90.15731406211853, 36, 'in', 'decode', 1010, 1)
(90.15731406211853, 36, 'out', 'decode', 1011, 1)
(90.17337465286255, 32, 'in', 'decode', 1124, 1)
(90.17337465286255, 32, 'out', 'decode', 1125, 1)
(90.18939232826233, 33, 'in', 'decode', 853, 1)
(90.18939232826233, 33, 'out', 'decode', 854, 1)
(90.20520877838135, 23, 'in', 'decode', 1370, 1)
(90.20520877838135, 23, 'out', 'decode', 1371, 1)
(90.22210884094238, 26, 'in', 'decode', 938, 1)
(90.22210884094238, 26, 'out', 'decode', 939, 1)
(90.22216987609863, 30, 'in', 'decode', 1275, 1)
(90.22216987609863, 30, 'out', 'decode', 1276, 1)
(90.22216987609863, 31, 'in', 'decode', 846, 1)
(90.22216987609863, 31, 'out', 'decode', 847, 1)
(90.23858213424683, 34, 'in', 'decode', 684, 1)
(90.23858213424683, 34, 'out', 'decode', 685, 1)
(90.23864984512329, 35, 'in', 'decode', 561, 1)
(90.23864984512329, 35, 'out', 'decode', 562, 1)
(90.25424981117249, 36, 'in', 'decode', 1011, 1)
(90.25424981117249, 36, 'out', 'decode', 1012, 1)
(90.26995491981506, 32, 'in', 'decode', 1125, 1)
(90.26995491981506, 32, 'out', 'decode', 1126, 1)
(90.28560376167297, 33, 'in', 'decode', 854, 1)
(90.28560376167297, 33, 'out', 'decode', 855, 1)
(90.30132246017456, 23, 'in', 'decode', 1371, 1)
(90.30132246017456, 23, 'out', 'decode', 1372, 1)
(90.31966304779053, 26, 'in', 'decode', 939, 1)
(90.31966304779053, 26, 'out', 'decode', 940, 1)
(90.31972622871399, 30, 'in', 'decode', 1276, 1)
(90.31972622871399, 30, 'out', 'decode', 1277, 1)
(90.31972622871399, 31, 'in', 'decode', 847, 1)
(90.31972622871399, 31, 'out', 'decode', 848, 1)
(90.33606314659119, 34, 'in', 'decode', 685, 1)
(90.33606314659119, 34, 'out', 'decode', 686, 1)
(90.33613872528076, 35, 'in', 'decode', 562, 1)
(90.33613872528076, 35, 'out', 'decode', 563, 1)
(90.35255980491638, 32, 'in', 'decode', 1126, 1)
(90.35255980491638, 32, 'out', 'decode', 1127, 1)
(90.35262107849121, 36, 'in', 'decode', 1012, 1)
(90.35262107849121, 36, 'out', 'decode', 1013, 1)
(90.36827373504639, 33, 'in', 'decode', 855, 1)
(90.36827373504639, 33, 'out', 'decode', 856, 1)
(90.38393044471741, 23, 'in', 'decode', 1372, 1)
(90.38393044471741, 23, 'out', 'decode', 1373, 1)
(90.400723695755, 26, 'in', 'decode', 940, 1)
(90.400723695755, 26, 'out', 'decode', 941, 1)
(90.40078616142273, 30, 'in', 'decode', 1277, 1)
(90.40078616142273, 30, 'out', 'decode', 1278, 1)
(90.40078616142273, 31, 'in', 'decode', 848, 1)
(90.40078616142273, 31, 'out', 'decode', 849, 1)
(90.41083765029907, 37, 'out', 'prompt', 0, 802)
(90.4171199798584, 34, 'in', 'decode', 686, 1)
(90.4171199798584, 34, 'out', 'decode', 687, 1)
(90.41719841957092, 35, 'in', 'decode', 563, 1)
(90.41719841957092, 35, 'out', 'decode', 564, 1)
(90.43282437324524, 32, 'in', 'decode', 1127, 1)
(90.43282437324524, 32, 'out', 'decode', 1128, 1)
(90.448401927948, 36, 'in', 'decode', 1013, 1)
(90.448401927948, 36, 'out', 'decode', 1014, 1)
(90.46403002738953, 33, 'in', 'decode', 856, 1)
(90.46403002738953, 33, 'out', 'decode', 857, 1)
(90.47965502738953, 23, 'in', 'decode', 1373, 1)
(90.47965502738953, 23, 'out', 'decode', 1374, 1)
(90.49528241157532, 26, 'in', 'decode', 941, 1)
(90.49528241157532, 26, 'out', 'decode', 942, 1)
(90.91189980506897, 37, 'in', 'prompt', 0, 802)
(90.91189980506897, 37, 'out', 'decode', 802, 1)
(90.93135213851929, 23, 'in', 'decode', 1374, 1)
(90.93135213851929, 23, 'out', 'decode', 1375, 1)
(90.93145704269409, 26, 'in', 'decode', 942, 1)
(90.93145704269409, 26, 'out', 'decode', 943, 1)
(90.93145704269409, 30, 'in', 'decode', 1278, 1)
(90.93145704269409, 30, 'out', 'decode', 1279, 1)
(90.93145704269409, 31, 'in', 'decode', 849, 1)
(90.93145704269409, 31, 'out', 'decode', 850, 1)
(90.93145704269409, 32, 'in', 'decode', 1128, 1)
(90.93145704269409, 32, 'out', 'decode', 1129, 1)
(90.93145704269409, 33, 'in', 'decode', 857, 1)
(90.93145704269409, 33, 'out', 'decode', 858, 1)
(90.93145704269409, 34, 'in', 'decode', 687, 1)
(90.93145704269409, 34, 'out', 'decode', 688, 1)
(90.93145704269409, 35, 'in', 'decode', 564, 1)
(90.93145704269409, 35, 'out', 'decode', 565, 1)
(90.93145704269409, 36, 'in', 'decode', 1014, 1)
(90.93145704269409, 36, 'out', 'decode', 1015, 1)
(90.9779121875763, 37, 'in', 'decode', 802, 1)
(90.9779121875763, 37, 'out', 'decode', 803, 1)
(90.99701690673828, 23, 'in', 'decode', 1375, 1)
(90.99701690673828, 23, 'out', 'decode', 1376, 1)
(91.013596534729, 26, 'in', 'decode', 943, 1)
(91.013596534729, 26, 'out', 'decode', 944, 1)
(91.0136821269989, 30, 'in', 'decode', 1279, 1)
(91.0136821269989, 30, 'out', 'decode', 1280, 1)
(91.03007936477661, 31, 'in', 'decode', 850, 1)
(91.03007936477661, 31, 'out', 'decode', 851, 1)
(91.03015851974487, 32, 'in', 'decode', 1129, 1)
(91.03015851974487, 32, 'out', 'decode', 1130, 1)
(91.04699611663818, 33, 'in', 'decode', 858, 1)
(91.04699611663818, 33, 'out', 'decode', 859, 1)
(91.04699611663818, 34, 'in', 'decode', 688, 1)
(91.04699611663818, 34, 'out', 'decode', 689, 1)
(91.04699611663818, 35, 'in', 'decode', 565, 1)
(91.04699611663818, 35, 'out', 'decode', 566, 1)
(91.0472264289856, 36, 'in', 'decode', 1015, 1)
(91.0472264289856, 36, 'out', 'decode', 1016, 1)
(91.06268429756165, 37, 'in', 'decode', 803, 1)
(91.06268429756165, 37, 'out', 'decode', 804, 1)
(91.07838702201843, 23, 'in', 'decode', 1376, 1)
(91.07838702201843, 23, 'out', 'decode', 1377, 1)
(91.09639644622803, 26, 'in', 'decode', 944, 1)
(91.09639644622803, 26, 'out', 'decode', 945, 1)
(91.09646272659302, 30, 'in', 'decode', 1280, 1)
(91.09646272659302, 30, 'out', 'decode', 1281, 1)
(91.11297106742859, 31, 'in', 'decode', 851, 1)
(91.11297106742859, 31, 'out', 'decode', 852, 1)
(91.11305046081543, 32, 'in', 'decode', 1130, 1)
(91.11305046081543, 32, 'out', 'decode', 1131, 1)
(91.12858057022095, 33, 'in', 'decode', 859, 1)
(91.12858057022095, 33, 'out', 'decode', 860, 1)
(91.14514327049255, 34, 'in', 'decode', 689, 1)
(91.14514327049255, 34, 'out', 'decode', 690, 1)
(91.14520454406738, 35, 'in', 'decode', 566, 1)
(91.14520454406738, 35, 'out', 'decode', 567, 1)
(91.14520454406738, 36, 'in', 'decode', 1016, 1)
(91.14520454406738, 36, 'out', 'decode', 1017, 1)
(91.16072416305542, 37, 'in', 'decode', 804, 1)
(91.16072416305542, 37, 'out', 'decode', 805, 1)
(91.17634677886963, 23, 'in', 'decode', 1377, 1)
(91.17634677886963, 23, 'out', 'decode', 1378, 1)
(91.1929030418396, 26, 'in', 'decode', 945, 1)
(91.1929030418396, 26, 'out', 'decode', 946, 1)
(91.1929714679718, 30, 'in', 'decode', 1281, 1)
(91.1929714679718, 30, 'out', 'decode', 1282, 1)
(91.20935726165771, 31, 'in', 'decode', 852, 1)
(91.20935726165771, 31, 'out', 'decode', 853, 1)
(91.20941209793091, 32, 'in', 'decode', 1131, 1)
(91.20941209793091, 32, 'out', 'decode', 1132, 1)
(91.22495198249817, 33, 'in', 'decode', 860, 1)
(91.22495198249817, 33, 'out', 'decode', 861, 1)
(91.24145984649658, 34, 'in', 'decode', 690, 1)
(91.24145984649658, 34, 'out', 'decode', 691, 1)
(91.24152851104736, 35, 'in', 'decode', 567, 1)
(91.24152851104736, 35, 'out', 'decode', 568, 1)
(91.24152851104736, 36, 'in', 'decode', 1017, 1)
(91.24152851104736, 36, 'out', 'decode', 1018, 1)
(91.25793600082397, 23, 'in', 'decode', 1378, 1)
(91.25793600082397, 23, 'out', 'decode', 1379, 1)
(91.25793600082397, 37, 'in', 'decode', 805, 1)
(91.25793600082397, 37, 'out', 'decode', 806, 1)
(91.27516436576843, 26, 'in', 'decode', 946, 1)
(91.27516436576843, 26, 'out', 'decode', 947, 1)
(91.27526640892029, 30, 'in', 'decode', 1282, 1)
(91.27526640892029, 30, 'out', 'decode', 1283, 1)
(91.29163384437561, 31, 'in', 'decode', 853, 1)
(91.29163384437561, 31, 'out', 'decode', 854, 1)
(91.29169416427612, 32, 'in', 'decode', 1132, 1)
(91.29169416427612, 32, 'out', 'decode', 1133, 1)
(91.30730080604553, 33, 'in', 'decode', 861, 1)
(91.30730080604553, 33, 'out', 'decode', 862, 1)
(91.32428359985352, 34, 'in', 'decode', 691, 1)
(91.32428359985352, 34, 'out', 'decode', 692, 1)
(91.32435250282288, 35, 'in', 'decode', 568, 1)
(91.32435250282288, 35, 'out', 'decode', 569, 1)
(91.32435250282288, 36, 'in', 'decode', 1018, 1)
(91.32435250282288, 36, 'out', 'decode', 1019, 1)
(91.34086036682129, 23, 'in', 'decode', 1379, 1)
(91.34086036682129, 23, 'out', 'decode', 1380, 1)
(91.34094095230103, 37, 'in', 'decode', 806, 1)
(91.34094095230103, 37, 'out', 'decode', 807, 1)
(91.35648703575134, 26, 'in', 'decode', 947, 1)
(91.35648703575134, 26, 'out', 'decode', 948, 1)
(91.37326312065125, 30, 'in', 'decode', 1283, 1)
(91.37326312065125, 30, 'out', 'decode', 1284, 1)
(91.37333011627197, 31, 'in', 'decode', 854, 1)
(91.37333011627197, 31, 'out', 'decode', 855, 1)
(91.37333011627197, 32, 'in', 'decode', 1133, 1)
(91.37333011627197, 32, 'out', 'decode', 1134, 1)
(91.38892817497253, 33, 'in', 'decode', 862, 1)
(91.38892817497253, 33, 'out', 'decode', 863, 1)
(91.40540742874146, 34, 'in', 'decode', 692, 1)
(91.40540742874146, 34, 'out', 'decode', 693, 1)
(91.40546536445618, 35, 'in', 'decode', 569, 1)
(91.40546536445618, 35, 'out', 'decode', 570, 1)
(91.40546536445618, 36, 'in', 'decode', 1019, 1)
(91.40546536445618, 36, 'out', 'decode', 1020, 1)
(91.42198395729065, 23, 'in', 'decode', 1380, 1)
(91.42198395729065, 23, 'out', 'decode', 1381, 1)
(91.4220802783966, 37, 'in', 'decode', 807, 1)
(91.4220802783966, 37, 'out', 'decode', 808, 1)
(91.42857098579407, 38, 'out', 'prompt', 0, 587)
(91.43770122528076, 26, 'in', 'decode', 948, 1)
(91.43770122528076, 26, 'out', 'decode', 949, 1)
(91.45426082611084, 30, 'in', 'decode', 1284, 1)
(91.45426082611084, 30, 'out', 'decode', 1285, 1)
(91.4543342590332, 31, 'in', 'decode', 855, 1)
(91.4543342590332, 31, 'out', 'decode', 856, 1)
(91.4708092212677, 32, 'in', 'decode', 1134, 1)
(91.4708092212677, 32, 'out', 'decode', 1135, 1)
(91.4708776473999, 33, 'in', 'decode', 863, 1)
(91.4708776473999, 33, 'out', 'decode', 864, 1)
(91.48653960227966, 34, 'in', 'decode', 693, 1)
(91.48653960227966, 34, 'out', 'decode', 694, 1)
(91.50309419631958, 35, 'in', 'decode', 570, 1)
(91.50309419631958, 35, 'out', 'decode', 571, 1)
(91.5031590461731, 36, 'in', 'decode', 1020, 1)
(91.5031590461731, 36, 'out', 'decode', 1021, 1)
(91.84215140342712, 38, 'in', 'prompt', 0, 587)
(91.84215140342712, 38, 'out', 'decode', 587, 1)
(91.86231994628906, 23, 'in', 'decode', 1381, 1)
(91.86231994628906, 23, 'out', 'decode', 1382, 1)
(91.86241388320923, 26, 'in', 'decode', 949, 1)
(91.86241388320923, 26, 'out', 'decode', 950, 1)
(91.86241388320923, 30, 'in', 'decode', 1285, 1)
(91.86241388320923, 30, 'out', 'decode', 1286, 1)
(91.86241388320923, 31, 'in', 'decode', 856, 1)
(91.86241388320923, 31, 'out', 'decode', 857, 1)
(91.86241388320923, 32, 'in', 'decode', 1135, 1)
(91.86241388320923, 32, 'out', 'decode', 1136, 1)
(91.86241388320923, 33, 'in', 'decode', 864, 1)
(91.86241388320923, 33, 'out', 'decode', 865, 1)
(91.86241388320923, 34, 'in', 'decode', 694, 1)
(91.86241388320923, 34, 'out', 'decode', 695, 1)
(91.86241388320923, 35, 'in', 'decode', 571, 1)
(91.86241388320923, 35, 'out', 'decode', 572, 1)
(91.86241388320923, 36, 'in', 'decode', 1021, 1)
(91.86241388320923, 36, 'out', 'decode', 1022, 1)
(91.86241388320923, 37, 'in', 'decode', 808, 1)
(91.86241388320923, 37, 'out', 'decode', 809, 1)
(91.90905976295471, 38, 'in', 'decode', 587, 1)
(91.90905976295471, 38, 'out', 'decode', 588, 1)
(91.9291353225708, 23, 'in', 'decode', 1382, 1)
(91.9291353225708, 23, 'out', 'decode', 1383, 1)
(91.9461362361908, 26, 'in', 'decode', 950, 1)
(91.9461362361908, 26, 'out', 'decode', 951, 1)
(91.94620704650879, 30, 'in', 'decode', 1286, 1)
(91.94620704650879, 30, 'out', 'decode', 1287, 1)
(91.9617919921875, 31, 'in', 'decode', 857, 1)
(91.9617919921875, 31, 'out', 'decode', 858, 1)
(91.9773759841919, 32, 'in', 'decode', 1136, 1)
(91.9773759841919, 32, 'out', 'decode', 1137, 1)
(91.99460864067078, 33, 'in', 'decode', 865, 1)
(91.99460864067078, 33, 'out', 'decode', 866, 1)
(91.99466705322266, 34, 'in', 'decode', 695, 1)
(91.99466705322266, 34, 'out', 'decode', 696, 1)
(91.99466705322266, 35, 'in', 'decode', 572, 1)
(91.99466705322266, 35, 'out', 'decode', 573, 1)
(91.99466705322266, 36, 'in', 'decode', 1022, 1)
(91.99466705322266, 36, 'out', 'decode', 1023, 1)
(91.99466705322266, 37, 'in', 'decode', 809, 1)
(91.99466705322266, 37, 'out', 'decode', 810, 1)
(92.01111173629761, 23, 'in', 'decode', 1383, 1)
(92.01111173629761, 23, 'out', 'decode', 1384, 1)
(92.01117205619812, 38, 'in', 'decode', 588, 1)
(92.01117205619812, 38, 'out', 'decode', 589, 1)
(92.02815794944763, 26, 'in', 'decode', 951, 1)
(92.02824354171753, 30, 'in', 'decode', 1287, 1)
(92.02824354171753, 30, 'out', 'decode', 1288, 1)
(92.04414486885071, 31, 'in', 'decode', 858, 1)
(92.04414486885071, 31, 'out', 'decode', 859, 1)
(92.05983924865723, 32, 'in', 'decode', 1137, 1)
(92.05983924865723, 32, 'out', 'decode', 1138, 1)
(92.07554125785828, 33, 'in', 'decode', 866, 1)
(92.07554125785828, 33, 'out', 'decode', 867, 1)
(92.09237718582153, 34, 'in', 'decode', 696, 1)
(92.09237718582153, 34, 'out', 'decode', 697, 1)
(92.09247326850891, 35, 'in', 'decode', 573, 1)
(92.09247326850891, 35, 'out', 'decode', 574, 1)
(92.09247326850891, 36, 'in', 'decode', 1023, 1)
(92.09247326850891, 36, 'out', 'decode', 1024, 1)
(92.09247326850891, 37, 'in', 'decode', 810, 1)
(92.09247326850891, 37, 'out', 'decode', 811, 1)
(92.1092050075531, 23, 'in', 'decode', 1384, 1)
(92.1092050075531, 23, 'out', 'decode', 1385, 1)
(92.10927152633667, 30, 'in', 'decode', 1288, 1)
(92.10927152633667, 30, 'out', 'decode', 1289, 1)
(92.10927152633667, 38, 'in', 'decode', 589, 1)
(92.10927152633667, 38, 'out', 'decode', 590, 1)
(92.12477993965149, 31, 'in', 'decode', 859, 1)
(92.12477993965149, 31, 'out', 'decode', 860, 1)
(92.14039206504822, 32, 'in', 'decode', 1138, 1)
(92.14039206504822, 32, 'out', 'decode', 1139, 1)
(92.15599536895752, 33, 'in', 'decode', 867, 1)
(92.15599536895752, 33, 'out', 'decode', 868, 1)
(92.17234420776367, 34, 'in', 'decode', 697, 1)
(92.17234420776367, 34, 'out', 'decode', 698, 1)
(92.17240834236145, 35, 'in', 'decode', 574, 1)
(92.17240834236145, 35, 'out', 'decode', 575, 1)
(92.18882822990417, 36, 'in', 'decode', 1024, 1)
(92.18882822990417, 36, 'out', 'decode', 1025, 1)
(92.1888964176178, 37, 'in', 'decode', 811, 1)
(92.1888964176178, 37, 'out', 'decode', 812, 1)
(92.20567107200623, 23, 'in', 'decode', 1385, 1)
(92.20567107200623, 23, 'out', 'decode', 1386, 1)
(92.20573258399963, 30, 'in', 'decode', 1289, 1)
(92.20573258399963, 30, 'out', 'decode', 1290, 1)
(92.20573258399963, 38, 'in', 'decode', 590, 1)
(92.20573258399963, 38, 'out', 'decode', 591, 1)
(92.22130465507507, 31, 'in', 'decode', 860, 1)
(92.22130465507507, 31, 'out', 'decode', 861, 1)
(92.23694372177124, 32, 'in', 'decode', 1139, 1)
(92.23694372177124, 32, 'out', 'decode', 1140, 1)
(92.25264859199524, 33, 'in', 'decode', 868, 1)
(92.25264859199524, 33, 'out', 'decode', 869, 1)
(92.26908159255981, 34, 'in', 'decode', 698, 1)
(92.26908159255981, 34, 'out', 'decode', 699, 1)
(92.2691502571106, 35, 'in', 'decode', 575, 1)
(92.2691502571106, 35, 'out', 'decode', 576, 1)
(92.28559041023254, 36, 'in', 'decode', 1025, 1)
(92.28559041023254, 36, 'out', 'decode', 1026, 1)
(92.28566670417786, 37, 'in', 'decode', 812, 1)
(92.28566670417786, 37, 'out', 'decode', 813, 1)
(92.30219531059265, 23, 'in', 'decode', 1386, 1)
(92.30219531059265, 23, 'out', 'decode', 1387, 1)
(92.30225467681885, 30, 'in', 'decode', 1290, 1)
(92.30225467681885, 30, 'out', 'decode', 1291, 1)
(92.31881093978882, 31, 'in', 'decode', 861, 1)
(92.31881093978882, 31, 'out', 'decode', 862, 1)
